20000	dextrose 5% in ringer's in plastic container	2002-07-01
19635	sodium chloride 3% in plastic container	2002-07-01
19864	isolyte r in dextrose 5% in plastic container	2002-07-01
18963	choletec	2002-07-01
20006	mannitol 20% in plastic container	2002-07-01
19843	isolyte s in dextrose 5% in plastic container	2002-07-01
20006	mannitol 10% in plastic container	2002-07-01
19870	isolyte m in dextrose 5% in plastic container	2002-07-01
19867	isolyte e in dextrose 5% in plastic container	2002-07-01
19873	isolyte p in dextrose 5% in plastic container	2002-07-01
20002	ringer's in plastic container	2002-07-01
20006	mannitol 15% in plastic container	2002-07-01
19696	isolyte s ph 7.4 in plastic container	2002-07-01
20006	mannitol 5% in plastic container	2002-07-01
18227	amidate	2002-07-03
20652	teslascan	2002-07-08
85998	hydroxocobalamin	2002-07-08
40385	trexall	2002-07-09
87907	epinephrine	2002-07-09
18154	loniten	2002-07-09
20545	procanbid	2002-07-11
19802	heparin sodium 25,000 units in sodium chloride 0.9% in plastic container	2002-07-12
19802	heparin sodium 25,000 units in sodium chloride 0.45% in plastic container	2002-07-12
19802	heparin sodium 12,500 units in sodium chloride 0.45% in plastic container	2002-07-12
40312	innofem	2002-07-15
88764	prometh vc w/ codeine	2002-07-15
87644	nutracort	2002-07-15
20162	acthrel	2002-07-16
16084	zyloprim	2002-07-17
19691	potassium chloride 15meq in dextrose 5% and sodium chloride 0.9% in plastic container	2002-07-18
19691	potassium chloride 30meq in dextrose 5% and sodium chloride 0.9% in plastic container	2002-07-18
75351	butalbital, aspirin, caffeine, and codeine phosphate	2002-07-18
18362	potassium chloride 5meq in dextrose 5% and sodium chloride 0.45% in plastic container	2002-07-18
19691	potassium chloride 5meq in dextrose 5% and sodium chloride 0.9% in plastic container	2002-07-18
19691	potassium chloride 20meq in dextrose 5% and sodium chloride 0.9% in plastic container	2002-07-18
18362	potassium chloride 20meq in dextrose 5% and sodium chloride 0.45% in plastic container	2002-07-18
18362	potassium chloride 30meq in dextrose 5% and sodium chloride 0.45% in plastic container	2002-07-18
88253	t-phyl	2002-07-18
19691	potassium chloride 40meq in dextrose 5% and sodium chloride 0.9% in plastic container	2002-07-18
18362	potassium chloride 15meq in dextrose 5% and sodium chloride 0.45% in plastic container	2002-07-18
73645	vivactil	2002-07-18
18362	potassium chloride 40meq in dextrose 5% and sodium chloride 0.45% in plastic container	2002-07-18
87571	uniphyl	2002-07-18
18362	potassium chloride 10meq in dextrose 5% and sodium chloride 0.45% in plastic container	2002-07-18
19691	potassium chloride 10meq in dextrose 5% and sodium chloride 0.9% in plastic container	2002-07-18
18123	factrel	2002-07-19
17820	dobutrex	2002-07-23
75055	captopril and hydrochlorothiazide	2002-07-29
89708	perphenazine	2002-07-29
17776	pulmolite	2002-07-30
72720	zovia 1/35e-21	2002-07-30
17972	osteolite	2002-07-30
72722	zovia 1/50e-21	2002-07-30
72721	zovia 1/35e-28	2002-07-30
72723	zovia 1/50e-28	2002-07-30
20700	muse	2002-07-30
20005	cardene sr	2002-07-30
20250	halfan	2002-08-01
76202	acetaminophen and pentazocine hydrochloride	2002-08-02
20199	hivid	2002-08-02
89451	esgic-plus	2002-08-13
18361	serophene	2002-08-13
74759	aminocaproic acid	2002-08-13
74567	ibuprohm cold and sinus	2002-08-13
81319	pyrazinamide	2002-08-13
75602	aminocaproic	2002-08-13
89988	butapap	2002-08-13
19594	actigall	2002-08-14
63165	adriamycin pfs	2002-08-16
76021	terazosin hydrochloride	2002-08-22
71325	clorpres	2002-08-22
18148	nasalide	2002-08-23
64063	neomycin and polymyxin b sulfates and dexamethasone	2002-08-27
21440	lexapro	2002-08-29
81297	benzonatate	2002-08-29
20531	metrocream	2002-08-30
20997	chirocaine	2002-08-30
18726	westcort	2002-09-03
16772	resectisol in plastic container	2002-09-03
17830	lodosyn	2002-09-05
60593	seromycin	2002-09-05
76350	thyrosafe	2002-09-10
21175	atnaa	2002-09-10
62638	erythrocin	2002-09-11
89651	lidocaine hydrochloride and epinephrine	2002-09-11
65027	clindamycin phosphate in dextrose 5% in plastic container	2002-09-13
18685	gaviscon	2002-09-13
20460	cytovene	2002-09-13
75493	vincristine sulfate pfs	2002-09-17
19011	golytely	2002-09-19
19044	indium in-111 oxyquinoline	2002-09-19
19357	ethamolin	2002-09-20
65068	penicillin g sodium	2002-09-20
75804	sprintec	2002-09-25
75526	ticlopidine hydrochloride	2002-09-26
85475	librium	2002-09-26
83590	naphazoline hydrochloride	2002-09-30
21184	avage	2002-09-30
62557	kefzol	2002-09-30
62757	mefoxin	2002-09-30
76130	vospire er	2002-09-30
21184	tazorac	2002-09-30
16403	hypaque	2002-09-30
16403	hypaque-cysto	2002-09-30
74311	trifluridine	2002-10-01
71053	astramorph pf	2002-10-02
20630	ultiva	2002-10-03
19983	prostep	2002-10-04
16727	prolixin decanoate	2002-10-04
74958	clomipramine hydrochloride	2002-10-11
75325	embeline e	2002-10-11
64153	baciim	2002-10-15
17989	hemabate	2002-10-15
62750	pipracil	2002-10-15
21408	mentax-tc	2002-10-17
62483	grifulvin v	2002-10-17
20491	corvert	2002-10-17
10251	inversine	2002-10-18
76177	camila	2002-10-21
76225	errin	2002-10-21
10040	cystografin dilute	2002-10-23
10040	reno-30	2002-10-23
10040	reno-60	2002-10-23
10040	renografin-60	2002-10-23
10040	cystografin	2002-10-23
10040	renovist	2002-10-23
10040	reno-dip	2002-10-23
10040	renovist ii	2002-10-23
10040	diatrizoate meglumine	2002-10-23
10040	renografin-76	2002-10-23
19437	aminosyn ii 7% w/ electrolytes	2002-10-25
17789	aminosyn 3.5% m	2002-10-25
19437	aminosyn ii 8.5% w/ electrolytes	2002-10-25
19398	aminosyn-pf 7%	2002-10-25
19437	aminosyn ii 3.5% m	2002-10-25
19438	aminosyn ii 3.5%	2002-10-25
17789	aminosyn 7% w/ electrolytes	2002-10-25
87447	chloroprocaine hydrochloride	2002-10-25
19374	aminosyn-hbc 7%	2002-10-25
76092	ketamine hydrochloride	2002-10-25
19438	aminosyn ii 7%	2002-10-25
19438	aminosyn ii 10%	2002-10-25
74534	sufentanil citrate	2002-10-25
19437	aminosyn ii 10% w/ electrolytes	2002-10-25
19438	aminosyn ii 5%	2002-10-25
17789	aminosyn 3.5%	2002-10-25
19492	aminosyn-pf 10%	2002-10-25
19438	aminosyn ii 8.5%	2002-10-25
20288	monistat 7 combination pack	2002-10-28
18226	bumex	2002-10-29
20173	travasol 8.5% sulfite free w/ electrolytes in plastic container	2002-10-29
20173	travasol 5.5% sulfite free w/ electrolytes in plastic container	2002-10-29
20177	travasol 3.5% sulfite free w/ electrolytes in plastic container	2002-10-29
17549	lidopen	2002-10-31
50769	benzamycin pak	2002-11-01
20161	potassium chloride 20meq in plastic container	2002-11-01
19407	visine l.r.	2002-11-01
74898	iopamidol-200	2002-11-01
19345	dextrose 30% in plastic container	2002-11-01
18564	dextrose 20% in plastic container	2002-11-01
74636	iopamidol-250 in plastic container	2002-11-01
20161	potassium chloride 40meq in plastic container	2002-11-01
19759	sodium chloride 0.45% in plastic container	2002-11-01
20161	potassium chloride 10meq in plastic container	2002-11-01
64136	clindets	2002-11-01
20161	potassium chloride 30meq in plastic container	2002-11-01
74636	iopamidol-200 in plastic container	2002-11-01
20015	aminosyn ii 10% in plastic container	2002-11-01
18562	dextrose 40% in plastic container	2002-11-01
74636	iopamidol-370 in plastic container	2002-11-01
17601	optimine	2002-11-04
87165	promethegan	2002-11-04
19557	vepesid	2002-11-05
16750	cortrosyn	2002-11-05
20388	navelbine	2002-11-05
50734	idamycin pfs	2002-11-05
71044	norethindrone and ethinyl estradiol (10/11)	2002-11-05
20906	etopophos preservative free	2002-11-05
20488	magnesium sulfate in dextrose 5% in plastic container	2002-11-06
75548	microgestin 1.5/30	2002-11-07
75117	orapred	2002-11-07
61931	amoxicillin pediatric	2002-11-07
75647	microgestin fe 1/20	2002-11-07
81216	estropipate	2002-11-07
75647	microgestin 1/20	2002-11-07
75548	microgestin fe 1.5/30	2002-11-07
21456	aciphex	2002-11-08
74921	estazolam	2002-11-08
62592	kefurox	2002-11-12
89725	anexsia 7.5/650	2002-11-13
89160	anexsia	2002-11-13
64118	nystop	2002-11-13
20946	preven emergency contraceptive kit	2002-11-13
50763	mitozytrex	2002-11-14
89025	propoxyphene compound 65	2002-11-14
80028	bleph-30	2002-11-15
80248	albalon	2002-11-15
70010	aminocaproic acid in plastic container	2002-11-15
62452	genoptic	2002-11-15
16269	mannitol 5%	2002-11-18
84051	dextrostat	2002-11-20
73580	mebendazole	2002-11-20
62298	ery-tab	2002-11-20
74586	m-zole 7 dual pack	2002-11-21
20544	norplant ii	2002-11-22
17775	technetium tc 99m hsa	2002-11-25
19309	vasotec	2002-11-25
83976	testred	2002-11-27
75803	lessina-28	2002-11-27
75803	lessina-21	2002-11-27
76322	famotidine preservative free (pharmacy bulk)	2002-11-27
76185	dimethyl sulfoxide	2002-11-29
65120	tobramycin sulfate (pharmacy bulk)	2002-11-29
83158	lidocaine hydrochloride 0.4% in dextrose 5%	2002-12-03
83158	lidocaine hydrochloride 0.2% in dextrose 5%	2002-12-03
20226	naphcon-a	2002-12-04
40302	lidocaine hydrochloride preservative free in plastic container	2002-12-04
50788	centany	2002-12-04
50514	natacyn	2002-12-04
75837	floxuridine	2002-12-05
62365	chloramphenicol sodium succinate	2002-12-05
73524	epitol	2002-12-05
62475	doxy 100	2002-12-05
62475	doxy 200	2002-12-05
18962	manganese chloride in plastic container	2002-12-06
62226	amoxil	2002-12-09
89654	prelone	2002-12-09
62691	timentin	2002-12-09
61905	e.e.s. 400	2002-12-09
89601	metadate er	2002-12-09
62226	larotid	2002-12-09
86996	lanorinal	2002-12-09
74443	crolom	2002-12-09
74447	flurbiprofen sodium	2002-12-09
75839	minoxidil extra strength (for men)	2002-12-09
21143	trivagizole 3	2002-12-10
50628	tobrasone	2002-12-11
40212	gynodiol	2002-12-12
17714	an-dtpa	2002-12-12
21375	alavert	2002-12-12
18506	trinalin	2002-12-12
16807	thyrolar-5	2002-12-13
16807	thyrolar-3	2002-12-13
16807	thyrolar-2	2002-12-13
16807	thyrolar-0.5	2002-12-13
75874	ifosfamide/mesna kit	2002-12-13
16807	thyrolar-0.25	2002-12-13
16807	thyrolar-1	2002-12-13
50526	staticin	2002-12-15
18713	mycelex	2002-12-15
18484	prostin vr pediatric	2002-12-17
65111	kanamycin sulfate	2002-12-17
75638	ketozole	2002-12-18
19832	sulfamylon	2002-12-18
40378	niacor	2002-12-19
74962	pentoxil	2002-12-19
75135	pacerone	2002-12-19
75500	sorine	2002-12-19
73263	prevalite	2002-12-19
50617	erygel	2002-12-19
84300	cyclomydril	2002-12-19
21484	bravelle	2002-12-19
75221	alfentanil	2002-12-20
76263	diflorasone diacetate	2002-12-20
16785	matulane	2002-12-20
20126	zonalon	2002-12-20
71202	sensorcaine	2002-12-23
84110	cyclogyl	2002-12-23
62341	maxitrol	2002-12-23
80027	alcaine	2002-12-23
80020	isopto cetamide	2002-12-23
75720	metipranolol	2002-12-23
63294	cefizox	2002-12-23
62535	tobrex	2002-12-23
84306	mydriacyl	2002-12-23
75233	estradiol	2002-12-23
18896	potassium acetate in plastic container	2002-12-24
86457	epifoam	2003-01-03
75866	portia-28	2003-01-03
60359	erythrocin stearate	2003-01-03
75866	portia-21	2003-01-03
86195	proctofoam hc	2003-01-03
75941	strontium chloride sr-89	2003-01-06
19080	prosom	2003-01-06
76266	doxapram hydrochloride	2003-01-10
76375	rimantadine hydrochloride	2003-01-14
17493	travasol 3.5% w/ electrolytes	2003-01-17
17493	renamin w/o electrolytes	2003-01-17
17493	travasol 5.5% w/ electrolytes	2003-01-17
17493	travasol 8.5% w/o electrolytes	2003-01-17
17493	travasol 8.5% w/ electrolytes	2003-01-17
17493	travasol 10% w/o electrolytes	2003-01-17
17493	travasol 5.5% w/o electrolytes	2003-01-17
20225	imdur	2003-01-22
76401	vincristine sulfate	2003-01-24
75800	etidronate disodium	2003-01-24
50557	benzamycin	2003-01-27
20041	aminosyn ii 15% in plastic container	2003-01-27
19682	aminosyn ii 4.25% m in dextrose 10% in plastic container	2003-01-31
75252	azasan	2003-02-03
20479	gastrocrom	2003-02-13
18959	zinc chloride in plastic container	2003-02-14
18200	midamor	2003-02-25
18201	moduretic 5-50	2003-02-25
7959	tensilon preservative free	2003-02-26
7959	tensilon	2003-02-26
18893	sodium acetate in plastic container	2003-03-03
18960	cupric chloride in plastic container	2003-03-06
20181	liposyn iii 30%	2003-03-12
76174	etodolac	2003-03-13
21117	calcium chloride 10% in plastic container	2003-03-18
76367	amcinonide	2003-03-19
18969	liposyn iii 10%	2003-03-24
8173	benoquin	2003-03-26
40488	codrix	2003-03-28
19453	drixoral plus	2003-03-28
20337	temovate	2003-04-02
18970	liposyn iii 20%	2003-04-03
20677	zagam	2003-04-04
21271	iprivask	2003-04-04
76356	claravis	2003-04-11
18991	liposyn ii 20%	2003-04-14
18997	liposyn ii 10%	2003-04-14
20688	patanol	2003-04-17
17468	econopred	2003-04-17
76409	nefazodone hydrochloride	2003-04-17
19928	cardiotec	2003-04-17
20629	denavir	2003-04-17
76369	permethrin	2003-04-21
18684	branchamin 4% in plastic container	2003-04-24
76094	pergolide mesylate	2003-04-24
18557	fansidar	2003-04-27
40475	dihydroergotamine mesylate	2003-04-28
17354	loestrin fe 1/20	2003-04-29
17876	loestrin 21 1/20	2003-04-29
17875	loestrin 21 1.5/30	2003-04-29
17355	loestrin fe 1.5/30	2003-04-29
11011	robaxin-750	2003-05-01
18202	cytadren	2003-05-07
76224	flutamide	2003-05-09
20258	iopidine	2003-05-09
20706	emadine	2003-05-12
17561	celestone	2003-05-19
18634	betadine	2003-05-21
21496	duocaine	2003-05-23
19259	florone e	2003-05-29
17994	psorcon e	2003-05-30
17871	demser	2003-05-30
76381	junel 1.5/30	2003-05-30
76380	junel 1/20	2003-05-30
21396	prempro/premphase	2003-06-04
12223	aquamephyton	2003-06-04
21137	levolet	2003-06-06
20428	azelex	2003-06-10
19500	lamprene	2003-06-11
40486	metaxalone	2003-06-11
16097	mintezol	2003-06-11
18429	aminosyn-rf 5.2%	2003-06-18
20070	cognex	2003-06-19
76411	methenamine hippurate	2003-06-20
76503	sotret	2003-06-20
21387	pravigard pac (copackaged)	2003-06-24
20191	alomide	2003-06-26
40465	dicyclomine hydrochloride (preservative-free)	2003-06-30
19862	indiclor	2003-07-09
76222	ganciclovir sodium	2003-07-16
21417	premarin	2003-07-16
21537	ciprodex	2003-07-18
19881	gynazole-1	2003-07-24
19965	novolin l	2003-07-25
12827	robinul forte	2003-07-25
12704	elavil	2003-07-29
21525	photofrin	2003-08-01
20550	valtrex	2003-08-08
17386	zaroxolyn	2003-08-19
19532	mykrox	2003-08-19
75808	tri-sprintec	2003-08-20
76528	butalbital; acetaminophen; caffeine; codeine	2003-08-21
21554	cipro xr	2003-08-28
20755	caverject	2003-09-02
21212	caverject impulse	2003-09-02
21544	seasonale	2003-09-05
76429	darvocet a500	2003-09-10
65100	panixine disperdose	2003-09-11
19961	ganite	2003-09-17
20756	crinone	2003-09-17
76064	junel fe 1.5/30	2003-09-18
76081	junel fe 1/20	2003-09-18
40416	jantoven	2003-10-02
19385	permax	2003-10-02
21371	estrasorb	2003-10-09
18347	lente iletin ii (pork)	2003-10-10
16619	sublimaze preservative free	2003-10-17
50612	pred-g	2003-10-22
9486	benadryl preservative free	2003-10-24
21589	kemstro	2003-10-30
21435	amvaz	2003-10-31
103764	simulect	2003-11-14
12885	winstrol	2003-11-17
8578	daraprim	2003-11-18
3444	drisdol	2003-11-20
17703	cylert	2003-11-21
103575	reopro	2003-11-21
17944	mpi dmsa kidney reagent	2003-11-24
18340	aerobid	2003-11-26
21597	zorbtive	2003-12-01
65159	dispermox	2003-12-04
17351	cortifoam	2003-12-05
17765	cloderm	2003-12-10
21388	talc	2003-12-15
20985	carac	2003-12-16
17741	florone	2003-12-18
65092	raniclor	2003-12-22
9386	myleran	2003-12-24
20088	norplant system in plastic container	2004-01-06
76335	tri-previfem	2004-01-06
65048	cefuroxime	2004-01-09
76334	previfem	2004-01-09
16126	primatene mist	2004-01-15
16126	bronitin mist	2004-01-15
21478	zovirax	2004-01-23
20209	oxistat	2004-01-23
65121	gentamicin sulfate	2004-01-30
76491	trilyte	2004-02-05
65088	neomycin and polymyxin b sulfates and bacitracin zinc	2004-02-06
6695	mustargen	2004-02-09
50529	pediazole	2004-02-09
12281	robaxisal	2004-02-10
18887	intal	2004-02-11
21624	dolophine hydrochloride	2004-02-12
19626	dextrose 2.5% in plastic container	2004-02-13
19626	dextrose 10% in plastic container	2004-02-13
19626	dextrose 7.7% in plastic container	2004-02-13
76455	desogestrel; ethinyl	2004-02-24
76455	velivet	2004-02-24
19806	semprex-d	2004-02-25
18873	mexitil	2004-02-25
21571	iquix	2004-03-01
17673	aminosyn 7%	2004-03-09
17673	aminosyn 10% (ph6)	2004-03-09
17673	aminosyn 10%	2004-03-09
17673	aminosyn 8.5% w/ electrolytes	2004-03-09
17673	aminosyn 8.5%	2004-03-09
17673	aminosyn 5%	2004-03-09
17673	aminosyn 7% (ph6)	2004-03-09
17673	aminosyn 8.5% (ph6)	2004-03-09
17971	eskalith	2004-03-11
18152	eskalith cr	2004-03-11
20346	zyrtec	2004-03-17
50522	ceclor	2004-03-17
76642	reprexain	2004-03-18
76561	diclofenac potassium	2004-03-18
76585	miconazole 7 combination pack	2004-03-26
20549	flovent	2004-03-26
21647	vioxx	2004-03-26
20121	flonase	2004-03-26
65112	erythromycin and benzoyl peroxide	2004-03-29
76357	miconazole 3 combination pack	2004-03-30
76374	quinaretic	2004-03-31
50783	periostat	2004-03-31
19922	corlopam	2004-04-01
76203	ribasphere	2004-04-06
20784	nasacort hfa	2004-04-07
19942	intralipid 30%	2004-04-16
21191	imagent	2004-04-21
76238	balziva-28	2004-04-22
76198	balziva-21	2004-04-22
76538	fexofenadine hcl; pseudoephedrine hcl	2004-04-30
11790	robaxin	2004-05-04
20901	metrolotion	2004-05-11
21682	tindamax	2004-05-17
76151	dilt-cd	2004-05-20
21028	velosulin br	2004-05-24
10679	cantil	2004-05-25
10996	darvon compound-65	2004-05-27
16194	talwin	2004-05-27
10996	darvon compound	2004-05-27
10996	darvon w/ asa	2004-05-27
16687	dextrose 5% in sodium chloride 0.33% in plastic container	2004-06-02
16683	dextrose 5% in sodium chloride 0.45% in plastic container	2004-06-02
16678	dextrose 5% in sodium chloride 0.9% in plastic container	2004-06-02
16689	dextrose 5% in sodium chloride 0.2% in plastic container	2004-06-02
50461	ancef	2004-06-02
125083	peginterferon	2004-06-04
21674	menostar	2004-06-08
17836	jeanatope	2004-06-08
76161	doxazosin mesylate	2004-06-10
21369	codeprex	2004-06-21
76258	fentanyl-12	2004-06-22
76586	fluocinonide emulsified base	2004-06-23
10060	florinef	2004-06-29
19964	terazol 3	2004-06-30
19579	terazol 7	2004-06-30
103928	technetium (99m tc) fanolesomab; neutrospec	2004-07-02
20743	noritate	2004-07-04
65157	piperacillin	2004-07-12
21040	prefest	2004-07-12
50616	tobradex	2004-07-15
20369	ciloxan	2004-07-15
20463	nasalcrom	2004-07-15
17031	ovrette	2004-07-20
76453	lidocaine and prilocaine	2004-07-21
76891	metolazone	2004-07-21
19815	proamatine	2004-07-22
20169	nilandron	2004-07-26
21677	alimta	2004-08-19
21633	femtrace	2004-08-20
16848	anadrol-50	2004-08-25
76870	allopurinol sodium	2004-08-26
76699	parcopa	2004-08-27
75987	oxaprozin	2004-09-02
12546	tenuate dospan	2004-09-03
8720	levo-dromoran	2004-09-03
20429	orudis kt	2004-09-10
50624	rocephin w/ dextrose in plastic container	2004-09-14
17106	atropen	2004-09-17
76729	teril	2004-09-20
17398	regonol	2004-09-21
17707	mpi indium dtpa in 111	2004-09-21
76557	loratadine and pseudoephedrine sulfate	2004-09-22
21044	palladone	2004-09-24
21712	fluxid	2004-09-24
19631	dextrose 5% and sodium chloride 0.33% in plastic container	2004-09-27
19631	dextrose 2.5% and sodium chloride 0.9% in plastic container	2004-09-27
19631	dextrose 5% and sodium chloride 0.2% in plastic container	2004-09-27
19631	dextrose 2.5% and sodium chloride 0.2% in plastic container	2004-09-27
19699	potassium chloride 0.22% in dextrose 5% in plastic container	2004-09-27
19699	potassium chloride 0.11% in dextrose 5% in plastic container	2004-09-27
19699	potassium chloride 0.037% in dextrose 5% in plastic container	2004-09-27
19631	dextrose 10% and sodium chloride 0.11% in plastic container	2004-09-27
19699	potassium chloride 0.075% in dextrose 5% in plastic container	2004-09-27
19631	dextrose 10% and sodium chloride 0.9% in plastic container	2004-09-27
19631	dextrose 3.3% and sodium chloride 0.3% in plastic container	2004-09-27
19631	dextrose 2.5% and sodium chloride 0.11% in plastic container	2004-09-27
19631	dextrose 5% and sodium chloride 0.11% in plastic container	2004-09-27
19631	dextrose 2.5% and sodium chloride 0.45% in plastic container	2004-09-27
19631	dextrose 5% and sodium chloride 0.45% in plastic container	2004-09-27
19631	dextrose 10% and sodium chloride 0.2% in plastic container	2004-09-27
19699	potassium chloride 0.3% in dextrose 5% in plastic container	2004-09-27
19631	dextrose 2.5% and sodium chloride 0.33% in plastic container	2004-09-27
19631	dextrose 10% and sodium chloride 0.33% in plastic container	2004-09-27
19631	dextrose 10% and sodium chloride 0.45% in plastic container	2004-09-27
19631	dextrose 5% and sodium chloride 0.9% in plastic container	2004-09-27
19699	potassium chloride 0.15% in dextrose 5% in plastic container	2004-09-27
18234	halog-e	2004-09-29
21727	amlexanox	2004-09-29
76911	clorazepate dipotassium	2004-09-29
76783	aranelle	2004-09-29
76841	mesalamine	2004-09-30
21012	neo tect kit	2004-10-01
21322	luveris	2004-10-08
21148	norditropin flexpro	2004-10-13
21148	norditropin nordiflex	2004-10-13
21148	norditropin	2004-10-13
21075	nutropin depot	2004-10-20
20439	betimol	2004-10-21
20555	axid ar	2004-10-26
19853	cuprimine	2004-10-26
20992	cenestin	2004-10-28
76486	enalapril maleate and hydrochlorothiazide	2004-10-28
103737	rituxan	2004-11-02
76725	orvaten	2004-11-03
21543	striant	2004-11-05
11689	phenergan	2004-11-08
16968	miostat	2004-11-10
40541	sotradecol	2004-11-12
12429	thioguanine	2004-11-15
50429	rimactane	2004-11-18
17476	slow-k	2004-11-24
21341	bextra	2004-11-24
76703	desmopressin acetate (needs no refrigeration)	2004-11-30
21022	penlac	2004-12-03
19157	pediapred	2004-12-03
20508	lac-hydrin	2004-12-13
13402	aldoril 25	2004-12-14
13402	aldoril d30	2004-12-14
13402	aldoril d50	2004-12-14
13402	aldoril 15	2004-12-14
76574	econazole nitrate	2004-12-17
21609	enjuvia	2004-12-20
18469	bss plus	2004-12-20
11795	vistaril	2004-12-24
76842	hydrocortisone butyrate	2004-12-27
103172	cathflo activase	2005-01-04
103172	activase	2005-01-04
65167	cyclosporine	2005-01-05
20152	serzone	2005-01-12
17957	novamine 8.5%	2005-01-12
17957	novamine 11.4%	2005-01-12
17957	veinamine 8%	2005-01-12
77218	thyroshield	2005-01-12
18207	desyrel	2005-01-12
17957	novamine 15%	2005-01-12
76812	estradiol and norgestimate	2005-01-13
50589	cefizox in plastic container	2005-01-14
50589	cefizox in dextrose 5% in plastic container	2005-01-14
21453	zerit xr	2005-01-19
21841	lamivudine/zidovudine tablets co-packaged with nevirapine tablets	2005-01-24
19058	tenormin	2005-02-09
76773	miconazole 3	2005-03-02
20367	cerezyme	2005-03-03
13483	disophrol	2005-03-10
13483	drixoral	2005-03-10
12945	diamox	2005-03-15
21754	mycamine	2005-03-16
20013	maxaquin	2005-03-16
14879	dopram	2005-03-17
21494	axid	2005-03-21
21584	depo-subq provera 104	2005-03-25
20145	nitro-dur	2005-04-05
77066	nitrofurantoin (monohydrate/macrocrystals)	2005-04-06
21199	quixin	2005-04-11
18124	cis-mdp	2005-04-19
17697	kinevac	2005-04-26
77075	gildess fe 1.5/30	2005-04-28
76573	esmolol hydrochloride	2005-05-02
20799	floxin otic	2005-05-04
21690	ortho tri-cyclen 28	2005-05-13
21690	ortho tri-cyclen 21	2005-05-13
8848	pamine	2005-05-16
8848	pamine forte	2005-05-16
20336	dynacirc cr	2005-05-18
19546	dynacirc	2005-05-18
77077	gildess fe 1/20	2005-05-20
76785	kelnor	2005-05-23
17558	robinul	2005-05-26
77174	foscarnet sodium	2005-05-31
83220	ogen 2.5	2005-06-09
83220	ogen 5	2005-06-09
83220	ogen 1.25	2005-06-09
83220	ogen .625	2005-06-09
76643	carbilev	2005-06-10
85470	depo-estradiol	2005-06-15
21504	lidosite topical system kit	2005-06-15
76516	clotrimazole and betamethasone dipropionate	2005-06-16
21818	alinia	2005-06-16
21399	iressa	2005-06-17
13718	oxandrin	2005-06-20
21493	zymar	2005-06-20
19501	rogaine (for men)	2005-06-21
19501	rogaine (for women)	2005-06-21
21623	synera	2005-06-23
76463	haloperidol decanoate	2005-06-24
40594	mercaptopurine	2005-07-01
77074	lorazepam preservative free	2005-07-13
77072	ipratropium bromide	2005-07-19
77151	milrinone lactate in dextrose 5%	2005-07-20
16093	edecrin	2005-07-20
65221	rifampin and isoniazid	2005-07-29
12836	persantine	2005-08-01
19561	micro-k ls	2005-08-22
65224	ceftriaxone in plastic container	2005-08-23
18024	nubain	2005-08-23
19047	plasma-lyte 56 in plastic container	2005-08-24
13684	osmitrol 10% in water in plastic container	2005-08-26
17648	potassium chloride 0.224% in sodium chloride 0.9%	2005-08-26
13684	osmitrol 20% in water in plastic container	2005-08-26
13684	osmitrol 10% in water	2005-08-26
17648	potassium chloride 0.15% in sodium chloride 0.45% in plastic container	2005-08-26
13684	osmitrol 15% in water	2005-08-26
17634	dextrose 5% and potassium chloride 0.224% in plastic container	2005-08-26
18840	dextrose 5% and electrolyte no 75 in plastic container	2005-08-26
17648	potassium chloride 0.3% and sodium chloride 0.9% in plastic container	2005-08-26
13684	osmitrol 5% in water	2005-08-26
17634	dextrose 5% and potassium chloride 0.075% in plastic container	2005-08-26
13684	osmitrol 20% in water	2005-08-26
13684	osmitrol 5% in water in plastic container	2005-08-26
17634	dextrose 5% and potassium chloride 0.15% in plastic container	2005-08-26
17634	dextrose 5% and potassium chloride 0.3% in plastic container	2005-08-26
77204	cholestyramine	2005-08-26
13684	osmitrol 15% in water in plastic container	2005-08-26
77203	cholestyramine light	2005-08-26
11245	gastrografin	2005-08-29
19630	potassium chloride 0.11% in dextrose 5% and sodium chloride 0.9% in plastic container	2005-08-31
19630	potassium chloride 0.075% in dextrose 5% and sodium chloride 0.33% in plastic container	2005-08-31
19630	potassium chloride 0.22% in dextrose 5% and sodium chloride 0.9% in plastic container	2005-08-31
19630	potassium chloride 0.15% in dextrose 5% and sodium chloride 0.11% in plastic container	2005-08-31
19630	potassium chloride 0.11% in dextrose 3.3% and sodium chloride 0.3% in plastic container	2005-08-31
19630	potassium chloride 0.22% in dextrose 5% and sodium chloride 0.11% in plastic container	2005-08-31
19630	potassium chloride 0.037% in dextrose 10% and sodium chloride 0.2% in plastic container	2005-08-31
19708	potassium chloride 0.11% in sodium chloride 0.9% in plastic container	2005-08-31
19630	potassium chloride 0.15% in dextrose 10% and sodium chloride 0.45% in plastic container	2005-08-31
19630	potassium chloride 0.037% in dextrose 5% and sodium chloride 0.2% in plastic container	2005-08-31
19630	potassium chloride 0.22% in dextrose 10% and sodium chloride 0.45% in plastic container	2005-08-31
19630	potassium chloride 0.3% in dextrose 10% and sodium chloride 0.2% in plastic container	2005-08-31
19630	potassium chloride 0.22% in dextrose 5% and sodium chloride 0.45% in plastic container	2005-08-31
19630	potassium chloride 0.075% in dextrose 10% and sodium chloride 0.45% in plastic container	2005-08-31
19630	potassium chloride 0.075% in dextrose 10% and sodium chloride 0.2% in plastic container	2005-08-31
